NIIN,PLANT,COND CODE,QTY,COG,IM Name,LRC
015209968,MAB-MARINE CORPS LOGISTICS BASE,F,6,7S,MICHELE HARRIS,BC1
015817287,BY6-W1A8 DLA DIST-TOBYANNA,P,15,7S,MICHELE HARRIS,BC1
015817287,MAB-MARINE CORPS LOGISTICS BASE,P,2,7S,MICHELE HARRIS,BC1
014963523,BY6-W1A8 DLA DIST-TOBYANNA,P,43,7S,MICHELE HARRIS,BC2
015005771,SDA-DLA DISTRIBUTION ALBANY,F,1,9B,NO IM ASSIGNED,NO LRC
016090580,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,BRIDGETT SHEALY,BH1
200081527,SDA-DLA DISTRIBUTION ALBANY,A,12,7S,ANDREW PICKENS,BE1
016647511,SDA-DLA DISTRIBUTION ALBANY,F,3,7S,ANDREW PICKENS,BE2
997322533,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,KATHERINE L CHILDERS,BJ3
011394925,MG4-MARINE DEPOT MAINTENANCE COMMA,F,1,7S,BRIDGETT SHEALY,BH1
015296905,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,DENE BRASWELL,BB6
016328512,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,DENE BRASWELL,BB5
015012616,SDA-DLA DISTRIBUTION ALBANY,A,18,7S,JESSE ESPINOZA,BA3
015376441,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,ANDREW PICKENS,BE1
011417399,SDA-DLA DISTRIBUTION ALBANY,F,10,7S,JESSE ESPINOZA,BA4
016493606,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ANDREW PICKENS,BE1
016232900,SDA-DLA DISTRIBUTION ALBANY,K,1,7S,MICHELE HARRIS,BA1
014865433,SDA-DLA DISTRIBUTION ALBANY,F,1,7G,NO IM ASSIGNED,NO LRC
015535866,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,BRIDGETT SHEALY,BH1
015584181,MG4-MARINE DEPOT MAINTENANCE COMMA,A,1,7S,ROOSEVELT KEARNEY,BD2
015883771,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,JESSE ESPINOZA,BM1
015535866,SDA-DLA DISTRIBUTION ALBANY,F,2,7S,BRIDGETT SHEALY,BH1
015135154,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,KATHERINE L CHILDERS,BJ1
012389510,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,KATHERINE L CHILDERS,BG3
200023735,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,MICHELE HARRIS,BC1
016115308,P64-NSWC CRANE,F,10,7S,DENE BRASWELL,BB6
015653428,BK5-U S ARMY DEPOT LETTERKENNY,F,2,7S,KATHERINE L CHILDERS,BG2
015875899,SDA-DLA DISTRIBUTION ALBANY,A,16,7S,KATHERINE L CHILDERS,BJ3
200062287,SDA-DLA DISTRIBUTION ALBANY,A,14,7S,ANDREW PICKENS,BE1
015491894,SDA-DLA DISTRIBUTION ALBANY,B,1,7S,DENE BRASWELL,BB5
015875899,SDA-DLA DISTRIBUTION ALBANY,F,41,7S,KATHERINE L CHILDERS,BJ3
010276954,SDA-DLA DISTRIBUTION ALBANY,F,25,7S,DENE BRASWELL,BB1
015680732,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,ROOSEVELT KEARNEY,BD2
998940468,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,KATHERINE L CHILDERS,BJ3
011404424,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,JESSE ESPINOZA,BA4
015077399,SDA-DLA DISTRIBUTION ALBANY,A,5,7S,ANDREW PICKENS,BE1
200062308,SDA-DLA DISTRIBUTION ALBANY,A,13,7S,ANDREW PICKENS,BE1
200064113,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,ANDREW PICKENS,BE1
200062306,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,ANDREW PICKENS,BE1
200073936,SDA-DLA DISTRIBUTION ALBANY,A,6,7S,ANDREW PICKENS,BE1
200062294,SDA-DLA DISTRIBUTION ALBANY,A,5,7S,ANDREW PICKENS,BE1
200063842,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,ANDREW PICKENS,BE1
011448667,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ANDREW PICKENS,BE1
015559351,BA4-ARMY GENERAL SUPPLY LMP STOCK,F,6,7S,JESSE ESPINOZA,OBL
994853369,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,KATHERINE L CHILDERS,BJ3
014864971,SDA-DLA DISTRIBUTION ALBANY,F,9,7S,MICHELE HARRIS,BC1
014729149,LN1-RAYTHEON COMPANY,M,1,7S,JESSE ESPINOZA,BM3
014925557,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,ROOSEVELT KEARNEY,BD2
219064746,SDA-DLA DISTRIBUTION ALBANY,F,14,7S,ANDREW PICKENS,BE1
014925598,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,ROOSEVELT KEARNEY,BD2
015999801,SDA-DLA DISTRIBUTION ALBANY,H,3,7S,JESSE ESPINOZA,BM4
015556505,SDA-DLA DISTRIBUTION ALBANY,H,3,7S,KATHERINE L CHILDERS,BG1
015747228,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,JESSE ESPINOZA,BM3
015722922,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,KATHERINE L CHILDERS,BJ1
014646135,SDA-DLA DISTRIBUTION ALBANY,A,51,7S,JESSE ESPINOZA,BA3
011457709,SDA-DLA DISTRIBUTION ALBANY,F,16,7S,ANDREW PICKENS,BE1
015049667,SDA-DLA DISTRIBUTION ALBANY,F,9,7S,ANDREW PICKENS,BE1
015589422,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,ANDREW PICKENS,BE1
200062305,SG2-DLA DISTRIBUTION BARTSOW,A,10,7S,ANDREW PICKENS,BE1
200062311,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,ANDREW PICKENS,BE1
011418143,SDA-DLA DISTRIBUTION ALBANY,A,6,7S,JESSE ESPINOZA,BA4
011408629,SDA-DLA DISTRIBUTION ALBANY,F,9,7S,JESSE ESPINOZA,BA4
016236831,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,KATHERINE L CHILDERS,BG1
014726681,LN1-RAYTHEON COMPANY,M,1,7S,BRIDGETT SHEALY,BH1
015842783,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,ANDREW PICKENS,BE1
011418139,SDA-DLA DISTRIBUTION ALBANY,A,30,7S,JESSE ESPINOZA,BA4
011418149,SDA-DLA DISTRIBUTION ALBANY,A,5,7S,JESSE ESPINOZA,BA4
998525918,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,KATHERINE L CHILDERS,BJ3
997012178,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,KATHERINE L CHILDERS,BJ3
015420903,BY6-W1A8 DLA DIST-TOBYANNA,F,1,7S,JESSE ESPINOZA,BA3
011138312,SDA-DLA DISTRIBUTION ALBANY,A,60,7S,BRIDGETT SHEALY,BH1
015649001,BY6-W1A8 DLA DIST-TOBYANNA,F,3,7S,MICHELE HARRIS,BA1
016055218,SDA-DLA DISTRIBUTION ALBANY,F,12,7S,BRIDGETT SHEALY,BH1
012589638,SDA-DLA DISTRIBUTION ALBANY,A,23,7S,BRIDGETT SHEALY,BH1
015658920,SG2-DLA DISTRIBUTION BARTSOW,A,2,7S,ROOSEVELT KEARNEY,BD1
014304990,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,ANDREW PICKENS,BE1
016076670,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,DENE BRASWELL,BB6
011549786,SDA-DLA DISTRIBUTION ALBANY,F,17,7S,MICHELE HARRIS,BC4
016469576,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,ROOSEVELT KEARNEY,BK1
200062264,SDA-DLA DISTRIBUTION ALBANY,A,16,7S,ANDREW PICKENS,BE1
200062261,SDA-DLA DISTRIBUTION ALBANY,A,5,7S,ANDREW PICKENS,BE1
200062293,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,ANDREW PICKENS,BE1
200062290,SDA-DLA DISTRIBUTION ALBANY,A,9,7S,ANDREW PICKENS,BE1
016305128,BY6-W1A8 DLA DIST-TOBYANNA,J,1,7S,MICHELE HARRIS,BA1
014210093,SDA-DLA DISTRIBUTION ALBANY,F,60,7S,MICHELE HARRIS,BC1
011467736,MG4-MARINE DEPOT MAINTENANCE COMMA,A,2,7S,JESSE ESPINOZA,BA4
015789775,MAB-MARINE CORPS LOGISTICS BASE,P,275,7S,MICHELE HARRIS,BC2
014248519,AN5-W1A8 DLA DISTRIBUTION,F,1,7S,JESSE ESPINOZA,BA3
997456533,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,KATHERINE L CHILDERS,BJ3
015658920,SDA-DLA DISTRIBUTION ALBANY,B,1,7S,ROOSEVELT KEARNEY,BD1
015865444,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,ROOSEVELT KEARNEY,BD1
014615454,LN1-RAYTHEON COMPANY,H,1,7S,JESSE ESPINOZA,BA3
016675856,SDA-DLA DISTRIBUTION ALBANY,A,6,7S,BRIDGETT SHEALY,BH1
016205398,SDA-DLA DISTRIBUTION ALBANY,F,3,7S,ROOSEVELT KEARNEY,BD2
015823049,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,ROOSEVELT KEARNEY,BD1
016680964,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,JESSE ESPINOZA,BM4
010886791,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,KATHERINE L CHILDERS,BG3
015791462,SDA-DLA DISTRIBUTION ALBANY,J,6,7S,MICHELE HARRIS,BA1
014926451,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ROOSEVELT KEARNEY,BD2
014925704,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ROOSEVELT KEARNEY,BD2
011566740,SDA-DLA DISTRIBUTION ALBANY,A,10,7S,JESSE ESPINOZA,BA4
014963523,"LC7-HARRIS CORP, RFCD",F,41,7S,MICHELE HARRIS,BC2
015875877,BY6-W1A8 DLA DIST-TOBYANNA,F,3,7S,JESSE ESPINOZA,OBL
015769025,SDA-DLA DISTRIBUTION ALBANY,F,3,7S,ROOSEVELT KEARNEY,BK1
015447484,SDA-DLA DISTRIBUTION ALBANY,K,3,7S,JESSE ESPINOZA,BA4
015789775,LN1-RAYTHEON COMPANY,F,1,7S,MICHELE HARRIS,BC2
011954844,BY6-W1A8 DLA DIST-TOBYANNA,F,6,7S,JESSE ESPINOZA,BA3
016143307,MAB-MARINE CORPS LOGISTICS BASE,F,10,7S,MICHELE HARRIS,BC2
015158265,SDA-DLA DISTRIBUTION ALBANY,F,4,7S,ANDREW PICKENS,BE2
015709746,MUY-TRAFFIC MANAGEMENT OFFICER,F,124,7S,MICHELE HARRIS,BC1
016205396,SDA-DLA DISTRIBUTION ALBANY,A,33,7S,ROOSEVELT KEARNEY,BD2
015943335,SDA-DLA DISTRIBUTION ALBANY,F,28,7S,BRIDGETT SHEALY,BH4
016194610,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,JESSE ESPINOZA,OBL
015981249,MMF-Camp Pendelton NERP,F,12,7S,MICHELE HARRIS,BA1
016423478,MMZ-Camp LeJeune NERP,F,1,7S,JESSE ESPINOZA,BA3
016004718,MMZ-Camp LeJeune NERP,F,4,7S,JESSE ESPINOZA,BA3
016151897,MMZ-Camp LeJeune NERP,F,5,7S,JESSE ESPINOZA,BA3
014175219,SDA-DLA DISTRIBUTION ALBANY,F,11,7S,JESSE ESPINOZA,BA3
015158260,SDA-DLA DISTRIBUTION ALBANY,F,6,7S,ANDREW PICKENS,BE2
016049538,MMZ-Camp LeJeune NERP,F,2,7S,JESSE ESPINOZA,BA3
016004568,SDA-DLA DISTRIBUTION ALBANY,F,97,7S,JESSE ESPINOZA,BA3
016219266,SDA-DLA DISTRIBUTION ALBANY,F,4,7S,BRIDGETT SHEALY,BH1
015158260,MMZ-Camp LeJeune NERP,F,1,7S,ANDREW PICKENS,BE2
016151897,SDA-DLA DISTRIBUTION ALBANY,F,116,7S,JESSE ESPINOZA,BA3
016004718,LN1-RAYTHEON COMPANY,F,2,7S,JESSE ESPINOZA,BA3
012348093,MAB-MARINE CORPS LOGISTICS BASE,F,8,7G,NO IM ASSIGNED,NO LRC
200051824,SDA-DLA DISTRIBUTION ALBANY,A,17,7S,ANDREW PICKENS,BE1
014948956,SDA-DLA DISTRIBUTION ALBANY,A,9,7S,ROOSEVELT KEARNEY,BD2
016617076,SDA-DLA DISTRIBUTION ALBANY,A,5,7S,MICHELE HARRIS,BA1
011513045,SDA-DLA DISTRIBUTION ALBANY,F,9,7S,DENE BRASWELL,BB1
016449881,P64-NSWC CRANE,A,23,7S,DENE BRASWELL,BB6
016647169,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,DENE BRASWELL,BB6
200051647,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,ANDREW PICKENS,BE1
011418855,BY6-W1A8 DLA DIST-TOBYANNA,F,3,7S,JESSE ESPINOZA,BA4
016471686,SDA-DLA DISTRIBUTION ALBANY,F,3,7S,ANDREW PICKENS,BE1
016152111,SDA-DLA DISTRIBUTION ALBANY,A,13,7S,MICHELE HARRIS,BA1
014936059,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,KATHERINE L CHILDERS,BG2
015842754,SDA-DLA DISTRIBUTION ALBANY,A,8,7S,ANDREW PICKENS,BE1
015044143,"LC7-HARRIS CORP, RFCD",A,3,7S,MICHELE HARRIS,BC2
013068093,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,KATHERINE L CHILDERS,BG2
015077024,SDA-DLA DISTRIBUTION ALBANY,F,3,7S,ANDREW PICKENS,BE1
011418145,SDA-DLA DISTRIBUTION ALBANY,A,2,7S,JESSE ESPINOZA,BA4
016609013,SDA-DLA DISTRIBUTION ALBANY,F,40,7S,DENE BRASWELL,BB6
015209967,"LC7-HARRIS CORP, RFCD",A,1,7S,MICHELE HARRIS,BC2
015976213,SDA-DLA DISTRIBUTION ALBANY,A,4,7S,ANDREW PICKENS,BE1
150270887,SDA-DLA DISTRIBUTION ALBANY,K,1,7S,BRIDGETT SHEALY,BH1
015612638,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,KATHERINE L CHILDERS,BJ1
004906208,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,BRIDGETT SHEALY,BH1
016883118,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,DENE BRASWELL,BB5
016412229,BY6-W1A8 DLA DIST-TOBYANNA,F,1,7S,MICHELE HARRIS,BA1
016228900,BY6-W1A8 DLA DIST-TOBYANNA,F,8,7S,DENE BRASWELL,BB6
015044144,"LC7-HARRIS CORP, RFCD",F,1,7S,JESSE ESPINOZA,BA3
016090580,SDA-DLA DISTRIBUTION ALBANY,A,10,7S,BRIDGETT SHEALY,BH1
015980922,SDA-DLA DISTRIBUTION ALBANY,F,3,7S,MICHELE HARRIS,BA1
016473750,SDA-DLA DISTRIBUTION ALBANY,A,3,7S,MICHELE HARRIS,BA1
200058054,SG2-DLA DISTRIBUTION BARTSOW,F,6,7S,MICHELE HARRIS,BC1
015822495,SDA-DLA DISTRIBUTION ALBANY,A,30,7S,KATHERINE L CHILDERS,BG3
200051816,SDA-DLA DISTRIBUTION ALBANY,A,5,7S,ANDREW PICKENS,BE1
015674127,SDA-DLA DISTRIBUTION ALBANY,A,25,7S,ROOSEVELT KEARNEY,BD2
016492974,SDA-DLA DISTRIBUTION ALBANY,F,7,7S,ANDREW PICKENS,BE1
011423769,AN5-W1A8 DLA DISTRIBUTION,F,2,7S,JESSE ESPINOZA,BA4
011450084,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,JESSE ESPINOZA,BA4
015158264,SG2-DLA DISTRIBUTION BARTSOW,A,10,7S,ANDREW PICKENS,BE2
016616809,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,MICHELE HARRIS,BA1
015395347,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,BRIDGETT SHEALY,BH1
015678975,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ROOSEVELT KEARNEY,BD2
015997909,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,MICHELE HARRIS,BC3
015853683,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,KATHERINE L CHILDERS,BJ1
015209967,"LC7-HARRIS CORP, RFCD",F,14,7S,MICHELE HARRIS,BC2
011671253,SDA-DLA DISTRIBUTION ALBANY,F,1,7S,ANDREW PICKENS,BE1
015569538,MG4-MARINE DEPOT MAINTENANCE COMMA,A,1,7S,ANDREW PICKENS,BE1
011250461,MG4-MARINE DEPOT MAINTENANCE COMMA,F,1,7S,BRIDGETT SHEALY,BH1
016776336,SDA-DLA DISTRIBUTION ALBANY,J,1,7S,DENE BRASWELL,BB6
014836103,SDA-DLA DISTRIBUTION ALBANY,B,28,7S,ANDREW PICKENS,BE2
200051811,SDA-DLA DISTRIBUTION ALBANY,A,5,7S,ANDREW PICKENS,BE1
014964246,SDA-DLA DISTRIBUTION ALBANY,A,1,7S,DENE BRASWELL,BB6
